model,tuned,feature_num,baseline,accuracy,std,improvement,params,cv_scores
dt,1,"2, 3, 6, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 3, 7, 8",0.75754,0.78101,0.02354,0.02346,"{'min_samples_split': 2, 'min_samples_leaf': 5, 'max_depth': 4}","[0.77653631, 0.75977654, 0.77094972, 0.82681564, 0.77094972]"
dt,1,"2, 3, 7, 9",0.75754,0.80223,0.02611,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.77653631, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 3, 7, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 3, 8, 9",0.75754,0.80223,0.02611,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.77653631, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 3, 8, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 3, 9, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 4, 5, 6",0.75754,0.79553,0.02682,0.03798,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.76536313, 0.77653631, 0.84357542, 0.79329609]"
dt,1,"2, 4, 5, 7",0.75754,0.8,0.02813,0.04246,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.80446927, 0.76536313, 0.78212291, 0.84916201, 0.79888268]"
dt,1,"2, 4, 5, 8",0.75754,0.79888,0.02892,0.04134,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.80446927, 0.76536313, 0.77653631, 0.84916201, 0.79888268]"
dt,1,"2, 4, 5, 9",0.75754,0.79553,0.03716,0.03798,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.80446927, 0.76536313, 0.75418994, 0.86033520, 0.79329609]"
dt,1,"2, 4, 5, 10",0.75754,0.80782,0.02078,0.05027,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82122905, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 4, 6, 7",0.75754,0.80894,0.02381,0.0514,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.81564246, 0.78770950, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 4, 6, 8",0.75754,0.80894,0.02381,0.0514,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.81564246, 0.78770950, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 4, 6, 9",0.75754,0.80894,0.02381,0.0514,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.81564246, 0.78770950, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 4, 6, 10",0.75754,0.80894,0.02161,0.0514,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 4, 7, 8",0.75754,0.80894,0.02381,0.0514,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.81564246, 0.78770950, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 4, 7, 9",0.75754,0.80894,0.02381,0.0514,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.81564246, 0.78770950, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 4, 7, 10",0.75754,0.80894,0.02161,0.0514,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 4, 8, 9",0.75754,0.80894,0.02381,0.0514,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.81564246, 0.78770950, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 4, 8, 10",0.75754,0.80894,0.02161,0.0514,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 4, 9, 10",0.75754,0.80894,0.02161,0.0514,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 5, 6, 7",0.75754,0.78547,0.02223,0.02793,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.75418994, 0.78212291, 0.81564246, 0.77094972]"
dt,1,"2, 5, 6, 8",0.75754,0.78547,0.02223,0.02793,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.75418994, 0.78212291, 0.81564246, 0.77094972]"
dt,1,"2, 5, 6, 9",0.75754,0.79553,0.02513,0.03798,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 5}","[0.78212291, 0.79329609, 0.77094972, 0.84357542, 0.78770950]"
dt,1,"2, 5, 6, 10",0.75754,0.80782,0.02078,0.05027,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82122905, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 5, 7, 8",0.75754,0.78547,0.02223,0.02793,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.75418994, 0.78212291, 0.81564246, 0.77094972]"
dt,1,"2, 5, 7, 9",0.75754,0.79553,0.02513,0.03798,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 5}","[0.78212291, 0.79329609, 0.77094972, 0.84357542, 0.78770950]"
dt,1,"2, 5, 7, 10",0.75754,0.80782,0.02078,0.05027,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82122905, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 5, 8, 9",0.75754,0.79441,0.02791,0.03686,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 10}","[0.77094972, 0.78212291, 0.78212291, 0.84916201, 0.78770950]"
dt,1,"2, 5, 8, 10",0.75754,0.80782,0.02078,0.05027,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82122905, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 5, 9, 10",0.75754,0.80782,0.02078,0.05027,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82122905, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 6, 7, 8",0.75754,0.78436,0.02195,0.02681,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.78212291, 0.76536313, 0.77653631, 0.82681564, 0.77094972]"
dt,1,"2, 6, 7, 9",0.75754,0.80223,0.02611,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.77653631, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 6, 7, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 6, 8, 9",0.75754,0.80223,0.02611,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.77653631, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 6, 8, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 6, 9, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 7, 8, 9",0.75754,0.80223,0.02611,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.77653631, 0.81005587, 0.84916201, 0.78212291]"
dt,1,"2, 7, 8, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 7, 9, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"2, 8, 9, 10",0.75754,0.80447,0.01967,0.04693,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.80446927, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"3, 4, 5, 6",0.75754,0.79888,0.03997,0.04134,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.79329609, 0.73743017, 0.86033520, 0.81564246]"
dt,1,"3, 4, 5, 7",0.75754,0.79777,0.04172,0.04022,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.79329609, 0.73184358, 0.86033520, 0.81564246]"
dt,1,"3, 4, 5, 8",0.75754,0.78771,0.03997,0.03017,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78212291, 0.78212291, 0.73743017, 0.86033520, 0.77653631]"
dt,1,"3, 4, 5, 9",0.75754,0.79888,0.04151,0.04134,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79329609, 0.79329609, 0.73184358, 0.86033520, 0.81564246]"
dt,1,"3, 4, 5, 10",0.75754,0.80782,0.03437,0.05027,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.80446927, 0.75418994, 0.86033520, 0.82122905]"
dt,1,"3, 4, 6, 7",0.75754,0.78994,0.01524,0.03239,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.81005587, 0.78212291]"
dt,1,"3, 4, 6, 8",0.75754,0.79106,0.0168,0.03351,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.81564246, 0.78212291]"
dt,1,"3, 4, 6, 9",0.75754,0.7933,0.02029,0.03576,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.82681564, 0.78212291]"
dt,1,"3, 4, 6, 10",0.75754,0.79106,0.02412,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 4, 7, 8",0.75754,0.79106,0.0168,0.03351,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.81564246, 0.78212291]"
dt,1,"3, 4, 7, 9",0.75754,0.78994,0.01524,0.03239,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.81005587, 0.78212291]"
dt,1,"3, 4, 7, 10",0.75754,0.79106,0.02412,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 4, 8, 9",0.75754,0.79441,0.02218,0.03686,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.83240223, 0.78212291]"
dt,1,"3, 4, 8, 10",0.75754,0.79106,0.02412,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 4, 9, 10",0.75754,0.79106,0.02412,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 5, 6, 7",0.75754,0.78324,0.02965,0.0257,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78212291, 0.75418994, 0.75977654, 0.83798883, 0.78212291]"
dt,1,"3, 5, 6, 8",0.75754,0.78212,0.02914,0.02458,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.78212291, 0.73743017, 0.82681564, 0.77094972]"
dt,1,"3, 5, 6, 9",0.75754,0.79553,0.0416,0.03798,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79329609, 0.78212291, 0.73184358, 0.86033520, 0.81005587]"
dt,1,"3, 5, 6, 10",0.75754,0.80782,0.03092,0.05027,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.79888268, 0.76536313, 0.86033520, 0.81564246]"
dt,1,"3, 5, 7, 8",0.75754,0.78212,0.02914,0.02458,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.78212291, 0.73743017, 0.82681564, 0.77094972]"
dt,1,"3, 5, 7, 9",0.75754,0.79441,0.04172,0.03686,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.78212291, 0.73184358, 0.86033520, 0.81005587]"
dt,1,"3, 5, 7, 10",0.75754,0.80782,0.03092,0.05027,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.79888268, 0.76536313, 0.86033520, 0.81564246]"
dt,1,"3, 5, 8, 9",0.75754,0.79106,0.03561,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.73743017, 0.84916201, 0.78212291]"
dt,1,"3, 5, 8, 10",0.75754,0.78659,0.02458,0.02905,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 5, 9, 10",0.75754,0.78659,0.02458,0.02905,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 6, 7, 8",0.75754,0.78212,0.02914,0.02458,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.78212291, 0.73743017, 0.82681564, 0.77094972]"
dt,1,"3, 6, 7, 9",0.75754,0.78994,0.01524,0.03239,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.76536313, 0.81005587, 0.78212291]"
dt,1,"3, 6, 7, 10",0.75754,0.79106,0.03268,0.03351,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79329609, 0.78212291, 0.74860335, 0.84916201, 0.78212291]"
dt,1,"3, 6, 8, 9",0.75754,0.79888,0.03258,0.04134,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.78770950, 0.76536313, 0.86033520, 0.78212291]"
dt,1,"3, 6, 8, 10",0.75754,0.79106,0.02412,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 6, 9, 10",0.75754,0.79106,0.03268,0.03351,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79329609, 0.78212291, 0.74860335, 0.84916201, 0.78212291]"
dt,1,"3, 7, 8, 9",0.75754,0.79888,0.03258,0.04134,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.78770950, 0.76536313, 0.86033520, 0.78212291]"
dt,1,"3, 7, 8, 10",0.75754,0.79106,0.02412,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.75977654, 0.83240223, 0.77653631]"
dt,1,"3, 7, 9, 10",0.75754,0.78994,0.03418,0.03239,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79329609, 0.78212291, 0.74301676, 0.84916201, 0.78212291]"
dt,1,"3, 8, 9, 10",0.75754,0.79888,0.03258,0.04134,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None}","[0.79888268, 0.78770950, 0.76536313, 0.86033520, 0.78212291]"
dt,1,"4, 5, 6, 7",0.75754,0.80894,0.02922,0.0514,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.78770950, 0.86592179, 0.79888268]"
dt,1,"4, 5, 6, 8",0.75754,0.80335,0.03265,0.04581,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.77653631, 0.86592179, 0.78212291]"
dt,1,"4, 5, 6, 9",0.75754,0.80894,0.02922,0.0514,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.78770950, 0.86592179, 0.79888268]"
dt,1,"4, 5, 6, 10",0.75754,0.81006,0.02317,0.05252,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.80446927, 0.78770950, 0.85474860, 0.80446927]"
dt,1,"4, 5, 7, 8",0.75754,0.80335,0.03265,0.04581,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.77653631, 0.86592179, 0.78212291]"
dt,1,"4, 5, 7, 9",0.75754,0.80782,0.03011,0.05027,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.78212291, 0.86592179, 0.79888268]"
dt,1,"4, 5, 7, 10",0.75754,0.79218,0.02072,0.03464,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
dt,1,"4, 5, 8, 9",0.75754,0.80447,0.0318,0.04693,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.78212291, 0.86592179, 0.78212291]"
dt,1,"4, 5, 8, 10",0.75754,0.79218,0.02072,0.03464,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
dt,1,"4, 5, 9, 10",0.75754,0.81229,0.02751,0.05474,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.79888268, 0.80446927, 0.78770950, 0.86592179, 0.80446927]"
dt,1,"4, 6, 7, 8",0.75754,0.80112,0.0168,0.04358,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.79888268, 0.83240223, 0.78212291]"
dt,1,"4, 6, 7, 9",0.75754,0.80112,0.01482,0.04358,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.80446927, 0.82681564, 0.78212291]"
dt,1,"4, 6, 7, 10",0.75754,0.80559,0.02301,0.04805,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79888268, 0.79329609, 0.80446927, 0.84916201, 0.78212291]"
dt,1,"4, 6, 8, 9",0.75754,0.80112,0.0168,0.04358,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.79888268, 0.83240223, 0.78212291]"
dt,1,"4, 6, 8, 10",0.75754,0.80223,0.01922,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.79329609, 0.80446927, 0.83798883, 0.78212291]"
dt,1,"4, 6, 9, 10",0.75754,0.80559,0.02301,0.04805,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79888268, 0.79329609, 0.80446927, 0.84916201, 0.78212291]"
dt,1,"4, 7, 8, 9",0.75754,0.80112,0.0168,0.04358,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.79888268, 0.83240223, 0.78212291]"
dt,1,"4, 7, 8, 10",0.75754,0.80447,0.0187,0.04693,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.80446927, 0.79329609, 0.80446927, 0.83798883, 0.78212291]"
dt,1,"4, 7, 9, 10",0.75754,0.80559,0.02301,0.04805,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79888268, 0.79329609, 0.80446927, 0.84916201, 0.78212291]"
dt,1,"4, 8, 9, 10",0.75754,0.80223,0.01922,0.04469,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79329609, 0.79329609, 0.80446927, 0.83798883, 0.78212291]"
dt,1,"5, 6, 7, 8",0.75754,0.79106,0.01922,0.03351,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.78212291, 0.78212291, 0.82681564, 0.77094972]"
dt,1,"5, 6, 7, 9",0.75754,0.80447,0.03019,0.04693,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.77094972, 0.80446927, 0.78770950, 0.86033520, 0.79888268]"
dt,1,"5, 6, 7, 10",0.75754,0.81229,0.02251,0.05474,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None}","[0.78770950, 0.80446927, 0.80446927, 0.85474860, 0.81005587]"
dt,1,"5, 6, 8, 9",0.75754,0.8,0.02508,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.78212291, 0.84916201, 0.78212291]"
dt,1,"5, 6, 8, 10",0.75754,0.79218,0.02072,0.03464,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
dt,1,"5, 6, 9, 10",0.75754,0.79218,0.02072,0.03464,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
dt,1,"5, 7, 8, 9",0.75754,0.8,0.02508,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.78212291, 0.84916201, 0.78212291]"
dt,1,"5, 7, 8, 10",0.75754,0.79218,0.02072,0.03464,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
dt,1,"5, 7, 9, 10",0.75754,0.80894,0.02677,0.0514,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.78770950, 0.80446927, 0.78770950, 0.86033520, 0.80446927]"
dt,1,"5, 8, 9, 10",0.75754,0.79218,0.02072,0.03464,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.78770950, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
dt,1,"6, 7, 8, 9",0.75754,0.80112,0.0168,0.04358,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 4}","[0.79888268, 0.79329609, 0.79888268, 0.83240223, 0.78212291]"
dt,1,"6, 7, 8, 10",0.75754,0.8,0.01849,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.77653631]"
dt,1,"6, 7, 9, 10",0.75754,0.80559,0.02301,0.04805,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.79888268, 0.79329609, 0.80446927, 0.84916201, 0.78212291]"
dt,1,"6, 8, 9, 10",0.75754,0.8,0.01849,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.77653631]"
dt,1,"7, 8, 9, 10",0.75754,0.8,0.01849,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.77653631]"
dt,1,"1, 2, 3, 4, 5",0.75754,0.80559,0.03148,0.04805,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20}","[0.80446927, 0.78770950, 0.77653631, 0.86592179, 0.79329609]"
dt,1,"1, 2, 3, 4, 6",0.75754,0.80335,0.02273,0.04581,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 4}","[0.80446927, 0.77653631, 0.80446927, 0.84357542, 0.78770950]"
dt,1,"1, 2, 3, 4, 7",0.75754,0.81117,0.02218,0.05362,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 20}","[0.82122905, 0.79329609, 0.80446927, 0.84916201, 0.78770950]"
dt,1,"1, 2, 3, 4, 8",0.75754,0.81117,0.02218,0.05362,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 20}","[0.82122905, 0.79329609, 0.80446927, 0.84916201, 0.78770950]"
dt,1,"1, 2, 3, 4, 9",0.75754,0.81117,0.02218,0.05362,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 20}","[0.82122905, 0.79329609, 0.80446927, 0.84916201, 0.78770950]"
dt,1,"1, 2, 3, 4, 10",0.75754,0.80894,0.02161,0.0514,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"1, 2, 3, 5, 6",0.75754,0.8,0.02381,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.76536313, 0.79329609, 0.82681564, 0.78770950]"
dt,1,"1, 2, 3, 5, 7",0.75754,0.8,0.02381,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.76536313, 0.79329609, 0.82681564, 0.78770950]"
dt,1,"1, 2, 3, 5, 8",0.75754,0.8,0.02381,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.76536313, 0.79329609, 0.82681564, 0.78770950]"
dt,1,"1, 2, 3, 5, 9",0.75754,0.8,0.02381,0.04246,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82681564, 0.76536313, 0.79329609, 0.82681564, 0.78770950]"
dt,1,"1, 2, 3, 5, 10",0.75754,0.80782,0.02078,0.05027,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 3}","[0.82122905, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
dt,1,"1, 2, 3, 6, 7",0.75754,0.79553,0.02862,0.03798,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5}","[0.81005587, 0.77094972, 0.76536313, 0.84357542, 0.78770950]"
